repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version
0x00raghu/eval_pick_red_candy,0x00raghu,so100,1,421,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_candy_red""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
0x00raghu/eval_candy_to_hand,0x00raghu,so100,1,425,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""hand_candy""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
seeingrain/pick_place_lego_wider_range_richard,seeingrain,koch,50,20918,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
seeingrain/pick_place_lego_wider_range_dang,seeingrain,koch,50,10759,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
CatWithIcecream/eval_so100_test_20241217,CatWithIcecream,so100,10,5954,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Pick up the green cube and place it into the bin.""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
francescocrivelli/demo_recording3,francescocrivelli,so100,3,1185,30,"observation.images.endeffector,observation.images.workspace",2,"observation.images.endeffector,observation.images.workspace",True,1,"{""0"": ""demo recording""}",False,False,"action,observation.state,observation.images.endeffector,observation.images.workspace,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
seeingrain/pick_place_lego_wider_range_dong,seeingrain,koch,57,22565,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
francescocrivelli/demo_recording4,francescocrivelli,so100,3,1790,30,"observation.images.endeffector,observation.images.workspace",2,"observation.images.endeffector,observation.images.workspace",True,1,"{""0"": ""demo recording""}",False,False,"action,observation.state,observation.images.endeffector,observation.images.workspace,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
0x00raghu/eval_pick_blue_candy,0x00raghu,so100,1,429,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_candy_blue""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
ccop/test_tennis,ccop,aloha-stationary,53,53,50,"observations.images.cam_high,observations.images.cam_left_wrist,observations.images.cam_right_wrist",3,,False,1,"{""0"": ""Demo Pick & Place: Tennis Balls""}",False,False,"action,observations.effort,observations.images.cam_high,observations.images.cam_left_wrist,observations.images.cam_right_wrist,observations.qpos,observations.qvel,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
seeingrain/pick_lego_to_hand,seeingrain,koch,50,21254,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_lego_to_hand ""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuanhuan-phys/so100_test,yuanhuan-phys,so100,2,771,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": "" ""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
michaelequi01/test,michaelequi01,aloha-stationary,1,1500,50,"observations.images.cam_high,observations.images.cam_left_wrist,observations.images.cam_right_wrist",3,,False,1,"{""0"": ""Aloha recorded dataset.""}",False,False,"action,base_action,observations.effort,observations.images.cam_high,observations.images.cam_left_wrist,observations.images.cam_right_wrist,observations.qpos,observations.qvel,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
helper2424/hil-serl-pusht-reward-classifier-test,helper2424,koch,2,529,30,"observation.images.web0,observation.images.web1",2,"observation.images.web0,observation.images.web1",True,1,"{""0"": ""Push small T object to the correct position""}",False,False,"action,observation.state,observation.images.web0,observation.images.web1,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
YoelChornton/moss_test,YoelChornton,moss,1,440,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grab an object""}",False,False,"next.reward,action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
YoelChornton/moss_get_rope_15ep,YoelChornton,moss,15,6601,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grab an object""}",False,False,"next.reward,action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
satvikahuja/so100_test,satvikahuja,so100,2,2388,30,"observation.images.laptop,observation.images.phone,observation.images.Lwebcam",3,"observation.images.laptop,observation.images.phone,observation.images.Lwebcam",True,1,"{""0"": ""TEST1""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,observation.images.Lwebcam,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
ccop/demo-balls,ccop,aloha-stationary,53,53,50,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,,False,1,"{""0"": ""Aloha HD5 dataset - Demo Balls""}",False,False,"action,observation.effort,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
jackvial/pygame_rendering_test_4,jackvial,koch,2,593,30,observation.images.main,1,observation.images.main,True,1,"{""0"": ""create_dataset_card_test_0""}",False,False,"action,observation.state,observation.images.main,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
jackvial/create_lerobot_dataset_card_fix_test_0,jackvial,koch,2,593,30,observation.images.main,1,observation.images.main,True,1,"{""0"": ""create_lerobot_dataset_card_fix_test_0""}",False,False,"action,observation.state,observation.images.main,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
seeingrain/pick_place_red_lego,seeingrain,koch,50,21915,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_place_red_lego""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
Ivan416/koch_test,Ivan416,koch,10,2470,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""lerobot_act_test""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
danmac1/red_ball,danmac1,unknown,50,28159,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Pick up the red ball and place it into the bin.""}",False,False,"observation.state,observation.images.laptop,observation.images.phone,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,v2.0
satvikahuja/so100_test2,satvikahuja,so100,40,35834,30,"observation.images.laptop,observation.images.phone,observation.images.Lwebcam",3,"observation.images.laptop,observation.images.phone,observation.images.Lwebcam",True,1,"{""0"": ""TEST2""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,observation.images.Lwebcam,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
satvikahuja/eval_act_so100_test,satvikahuja,so100,1,845,30,"observation.images.laptop,observation.images.phone,observation.images.Lwebcam",3,"observation.images.laptop,observation.images.phone,observation.images.Lwebcam",True,1,"{""0"": ""TEST12""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,observation.images.Lwebcam,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
steveluohao/so100_test,steveluohao,so100,5,4455,30,observation.images.webcam,1,observation.images.webcam,True,1,"{""0"": ""lerobot_test""}",False,False,"action,observation.state,observation.images.webcam,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
seeingrain/pick_place_pink_lego,seeingrain,koch,50,19352,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_place_pink_lego ""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
Biscue5/eval_easy_pick_and_place,Biscue5,aloha,2,514,30,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist",4,"observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""pnp""}",False,True,"action,observation.state,observation.images.cam_high,observation.images.cam_low,observation.images.cam_left_wrist,observation.images.cam_right_wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
seeingrain/pick_place_pink_lego_few_samples,seeingrain,koch,21,8086,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_place_pink_lego_few_samples ""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
Chojins/so100_test,Chojins,so100,2,2307,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick_pawn""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
Chojins/so100_test01,Chojins,so100,2,2328,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pawn_pick""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
Chojins/so100_test20,Chojins,so100,20,14399,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick up the red pawn""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
shreyasgite/so100_test2,shreyasgite,so100,2,1794,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place lego bricks with so100""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
